City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
45,tripoli,32.8752,13.1875,26.48,82,0,2.97,LY,1723086710
46,poronaysk,49.2167,143.1167,16.03,98,100,2.41,RU,1723086433
47,vorkuta,67.5,64.0,11.19,60,32,1.58,RU,1723086713
48,jayapura,-2.5333,140.7,28.66,66,74,2.73,ID,1723086714
49,sumenep,-7.0167,113.8667,29.36,63,56,7.57,ID,1723086450
50,ulladulla,-35.35,150.4667,18.76,45,4,5.13,AU,1723086716
51,bingol,38.8847,40.4939,21.0,51,0,3.23,TR,1723086717
52,east moriches,40.8051,-72.7609,19.41,92,100,2.57,US,1723086719
53,ushibukamachi,32.1906,130.0228,30.63,68,0,2.89,JP,1723086720
54,sefwi wiawso,6.2044,-2.4886,20.46,97,100,1.23,GH,1723086721
55,ust-nera,64.5667,143.2,13.94,77,98,0.71,RU,1723086722
56,port elizabeth,-33.918,25.5701,14.62,96,0,1.34,ZA,1723086723
57,palamos,41.8484,3.1291,24.75,76,29,1.32,ES,1723086724
58,blackmans bay,-43.0167,147.3167,13.18,63,100,1.79,AU,1723086725
59,choele choel,-39.2667,-65.6833,4.89,70,100,3.96,AR,1723086726
60,pekalongan,-6.8886,109.6753,28.9,58,0,1.11,ID,1723086727
61,nova sintra,14.8667,-24.7167,24.98,84,42,8.2,CV,1723086728
62,kapa'a,22.0752,-159.319,28.18,69,0,6.69,US,1723086729
63,hamilton,39.1834,-84.5333,24.12,81,0,2.57,US,1723086730
64,anadyr,64.75,177.4833,9.28,76,40,4.0,RU,1723086455
65,hadibu,12.65,54.0333,25.65,85,58,8.36,YE,1723086733
66,wailua homesteads,22.0669,-159.378,27.44,71,0,6.69,US,1723086734
67,vera,-29.4593,-60.2126,9.77,41,100,4.15,AR,1723086735
68,umluj,25.0213,37.2685,31.45,68,72,2.01,SA,1723086736
69,hawaiian paradise park,19.5933,-154.9731,27.73,73,20,3.6,US,1723086737
70,buchanan,5.8808,-10.0467,23.92,82,100,3.96,LR,1723086738
71,kristiansund,63.1115,7.732,14.36,93,100,2.06,NO,1723086739
72,invercargill,-46.4,168.35,10.57,71,59,4.47,NZ,1723086740
73,beira,-19.8436,34.8389,18.05,94,20,2.57,MZ,1723086741
74,petropavlovsk-kamchatsky,53.0452,158.6483,27.33,44,75,5.0,RU,1723086742
75,chyorny yar,48.0624,46.1091,23.15,53,72,2.59,RU,1723086743
76,margaret river,-33.95,115.0667,15.16,65,100,6.08,AU,1723086744
77,brookings,44.3114,-96.7984,19.19,94,40,3.6,US,1723086746
78,mahibadhoo,3.7833,72.9667,25.92,86,100,8.93,MV,1723086747
79,pacific grove,36.6177,-121.9166,18.03,93,75,3.13,US,1723086748
80,pavlodar,52.3,76.95,20.89,83,0,3.0,KZ,1723086749
81,lompoc,34.6391,-120.4579,21.5,78,0,2.57,US,1723086750
82,sitka,57.0531,-135.33,16.94,77,20,2.06,US,1723086751
83,enewetak,11.3474,162.3373,28.8,75,87,4.82,MH,1723086752
84,minas de marcona,-15.2119,-75.1103,9.65,91,87,5.95,PE,1723086753
85,puerto deseado,-47.7503,-65.8938,4.1,86,41,7.61,AR,1723086754
86,ciudad lazaro cardenas,17.9583,-102.2,28.11,80,100,3.49,MX,1723086755
87,kargasok,59.0556,80.8572,13.84,72,97,1.92,RU,1723086756
88,vilyuchinsk,52.9306,158.4028,28.15,78,28,5.25,RU,1723086757
89,pontiac,42.6389,-83.2911,20.05,78,20,3.09,US,1723086758
90,bethel,41.3712,-73.414,18.47,89,100,1.04,US,1723086760
91,saint-joseph,-21.3667,55.6167,17.21,77,11,3.15,RE,1723086761
92,chapada dos guimaraes,-15.4606,-55.7497,20.81,35,19,2.73,BR,1723086762
93,kodiak,57.79,-152.4072,13.73,88,75,4.12,US,1723086763
94,qaqortoq,60.7167,-46.0333,7.08,93,100,2.29,GL,1723086764
95,vila velha,-20.3297,-40.2925,22.97,88,0,4.12,BR,1723086646
